0    ,age,two_year_recid,c_charge_degree,race            ,sex   ,priors_count,length_of_stay,score
7402 ,28 ,1             ,M              ,Other           ,Male  ,4           ,1             ,1
1951 ,20 ,0             ,F              ,African-American,Male  ,1           ,1             ,1
8651 ,25 ,1             ,M              ,African-American,Male  ,6           ,0             ,1
8447 ,30 ,1             ,F              ,Other           ,Male  ,13          ,1             ,0
3322 ,22 ,1             ,F              ,African-American,Male  ,0           ,1             ,1
2252 ,42 ,0             ,M              ,Other           ,Male  ,1           ,0             ,1
3507 ,60 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
3988 ,32 ,1             ,M              ,African-American,Female,0           ,1             ,1
8125 ,23 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
5439 ,36 ,1             ,M              ,Other           ,Male  ,3           ,45            ,1
8401 ,39 ,1             ,F              ,Other           ,Male  ,16          ,35            ,0
4969 ,24 ,0             ,M              ,African-American,Male  ,1           ,1             ,1
5431 ,43 ,1             ,M              ,Other           ,Female,3           ,1             ,1
3166 ,20 ,1             ,F              ,Other           ,Male  ,0           ,3             ,1
5463 ,21 ,1             ,F              ,African-American,Male  ,1           ,1             ,1
8287 ,21 ,1             ,M              ,Other           ,Female,3           ,1             ,1
5215 ,29 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
2955 ,30 ,0             ,M              ,African-American,Male  ,1           ,1             ,1
3907 ,67 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
6074 ,48 ,0             ,F              ,Other           ,Male  ,7           ,0             ,1
7400 ,30 ,0             ,M              ,African-American,Female,2           ,0             ,1
9708 ,37 ,1             ,F              ,African-American,Male  ,6           ,0             ,1
3384 ,21 ,0             ,F              ,Other           ,Male  ,1           ,12            ,0
3721 ,64 ,0             ,F              ,Other           ,Female,1           ,1             ,1
2672 ,30 ,1             ,F              ,African-American,Male  ,5           ,2             ,0
5410 ,39 ,0             ,F              ,Other           ,Female,0           ,1             ,1
6109 ,20 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
10148,31 ,1             ,M              ,African-American,Male  ,11          ,1             ,1
3540 ,23 ,0             ,F              ,Other           ,Male  ,0           ,1             ,1
136  ,35 ,0             ,M              ,African-American,Female,1           ,0             ,1
708  ,54 ,1             ,F              ,African-American,Male  ,28          ,5             ,0
3288 ,43 ,1             ,F              ,African-American,Male  ,18          ,9             ,1
8000 ,26 ,1             ,F              ,African-American,Female,1           ,1             ,1
1280 ,26 ,1             ,M              ,Other           ,Male  ,4           ,293           ,1
2407 ,21 ,1             ,F              ,Other           ,Male  ,0           ,0             ,1
5639 ,42 ,1             ,F              ,Other           ,Male  ,4           ,17            ,1
10386,22 ,0             ,M              ,Other           ,Male  ,1           ,24            ,1
8240 ,36 ,0             ,M              ,African-American,Female,1           ,1             ,1
3069 ,35 ,0             ,F              ,Other           ,Male  ,1           ,1             ,1
5864 ,25 ,1             ,F              ,Other           ,Male  ,2           ,0             ,1
4125 ,28 ,0             ,F              ,African-American,Female,3           ,16            ,1
7681 ,54 ,0             ,F              ,Other           ,Male  ,1           ,2             ,1
9385 ,55 ,1             ,F              ,Other           ,Male  ,8           ,6             ,1
7537 ,37 ,1             ,F              ,Other           ,Male  ,2           ,1             ,1
3848 ,26 ,1             ,F              ,African-American,Male  ,5           ,36            ,0
5553 ,22 ,0             ,F              ,Other           ,Male  ,0           ,0             ,1
6011 ,22 ,0             ,F              ,Other           ,Male  ,1           ,236           ,1
6097 ,26 ,1             ,F              ,Other           ,Male  ,2           ,0             ,0
4402 ,42 ,0             ,M              ,Other           ,Male  ,0           ,4             ,1
6665 ,24 ,0             ,F              ,African-American,Female,3           ,0             ,0
6133 ,49 ,0             ,F              ,Other           ,Male  ,0           ,-1            ,1
4223 ,30 ,1             ,F              ,African-American,Female,9           ,243           ,0
810  ,25 ,1             ,M              ,African-American,Male  ,1           ,0             ,1
3667 ,26 ,0             ,M              ,African-American,Male  ,1           ,0             ,1
8765 ,26 ,1             ,M              ,African-American,Male  ,8           ,26            ,1
5316 ,26 ,1             ,M              ,African-American,Male  ,1           ,0             ,1
664  ,34 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
6100 ,34 ,1             ,F              ,Other           ,Male  ,0           ,1             ,1
10996,23 ,0             ,F              ,African-American,Male  ,0           ,1             ,1
8315 ,24 ,1             ,M              ,African-American,Male  ,3           ,0             ,1
258  ,32 ,0             ,F              ,African-American,Female,5           ,1             ,1
4274 ,25 ,1             ,F              ,African-American,Male  ,4           ,0             ,0
7546 ,21 ,0             ,M              ,Other           ,Male  ,2           ,27            ,0
10095,27 ,0             ,F              ,African-American,Male  ,2           ,0             ,1
297  ,23 ,0             ,M              ,African-American,Female,1           ,0             ,1
604  ,22 ,1             ,M              ,African-American,Male  ,0           ,21            ,0
6654 ,20 ,1             ,F              ,African-American,Male  ,1           ,6             ,1
10555,26 ,1             ,F              ,African-American,Male  ,2           ,2             ,1
10498,65 ,0             ,F              ,Other           ,Female,1           ,1             ,1
2892 ,58 ,0             ,F              ,African-American,Male  ,1           ,60            ,1
8035 ,31 ,1             ,M              ,African-American,Male  ,5           ,0             ,0
2234 ,57 ,0             ,F              ,Other           ,Male  ,3           ,1             ,1
4645 ,69 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
823  ,42 ,1             ,F              ,African-American,Male  ,14          ,1             ,1
2157 ,21 ,1             ,M              ,African-American,Female,1           ,1             ,1
7975 ,23 ,1             ,F              ,Other           ,Male  ,11          ,3             ,0
5810 ,42 ,1             ,M              ,African-American,Male  ,10          ,0             ,1
9636 ,30 ,1             ,F              ,African-American,Male  ,13          ,2             ,0
4468 ,60 ,0             ,F              ,Other           ,Male  ,4           ,6             ,1
2014 ,30 ,0             ,M              ,Other           ,Male  ,0           ,0             ,1
8322 ,36 ,1             ,F              ,African-American,Female,13          ,33            ,0
10618,32 ,1             ,F              ,African-American,Male  ,4           ,1             ,1
1954 ,37 ,1             ,M              ,Other           ,Male  ,1           ,0             ,1
7064 ,27 ,1             ,M              ,African-American,Male  ,6           ,1             ,1
857  ,28 ,1             ,F              ,African-American,Male  ,16          ,1             ,0
